symbol,exchange,quoteType,is_primary,is_etf,is_adr,is_otc,security_type
ATOS,NASDAQ,EQUITY,1,0,0,0,Common Stock
ATPC,NASDAQ,EQUITY,1,0,0,0,Common Stock
ATR,NYSE,EQUITY,1,0,0,0,Common Stock
ATRA,NASDAQ,EQUITY,1,0,0,0,Common Stock
ATRC,NASDAQ,EQUITY,1,0,0,0,Common Stock
ATRO,NASDAQ,EQUITY,1,0,0,0,Common Stock
ATS,NYSE,EQUITY,1,0,0,0,Common Stock
ATXG,NASDAQ,EQUITY,1,0,0,0,Common Stock
ATYR,NASDAQ,EQUITY,1,0,0,0,Common Stock
AU,NYSE,EQUITY,1,0,0,0,Common Stock
AUB,NYSE,EQUITY,1,0,0,0,Common Stock
AUBN,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUDC,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUGO,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUID,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUNA,NYSE,EQUITY,1,0,0,0,Common Stock
AUPH,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUR,NASDAQ,EQUITY,1,0,0,0,Common Stock
AURA,NASDAQ,EQUITY,1,0,0,0,Common Stock
AURE,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUTL,NASDAQ,EQUITY,1,0,0,0,Common Stock
AUUD,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVA,NYSE,EQUITY,1,0,0,0,Common Stock
AVAH,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVAL,NYSE,EQUITY,1,0,0,0,Common Stock
AVAV,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVB,NYSE,EQUITY,1,0,0,0,Common Stock
AVBC,NYSE,EQUITY,1,0,0,0,Common Stock
AVBH,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVBP,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVD,NYSE,EQUITY,1,0,0,0,Common Stock
AVGO,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVIR,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVNS,NYSE,EQUITY,1,0,0,0,Common Stock
AVNT,NYSE,EQUITY,1,0,0,0,Common Stock
AVNW,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVO,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVPT,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVR,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVT,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVTR,NYSE,EQUITY,1,0,0,0,Common Stock
AVTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVX,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVXL,NASDAQ,EQUITY,1,0,0,0,Common Stock
AVY,NYSE,EQUITY,1,0,0,0,Common Stock
AWI,NYSE,EQUITY,1,0,0,0,Common Stock
AWK,NYSE,EQUITY,1,0,0,0,Common Stock
AWR,NYSE,EQUITY,1,0,0,0,Common Stock
AWRE,NASDAQ,EQUITY,1,0,0,0,Common Stock
AX,NYSE,EQUITY,1,0,0,0,Common Stock
AXG,NASDAQ,EQUITY,1,0,0,0,Common Stock
AXGN,NASDAQ,EQUITY,1,0,0,0,Common Stock
AXIA,NYSE,EQUITY,1,0,0,0,Common Stock
AXIN,NASDAQ,EQUITY,1,0,0,0,Common Stock
AXON,NASDAQ,EQUITY,1,0,0,0,Common Stock
AXP,NYSE,EQUITY,1,0,0,0,Common Stock
AXR,NYSE,EQUITY,1,0,0,0,Common Stock
AXS,NYSE,EQUITY,1,0,0,0,Common Stock
AXSM,NASDAQ,EQUITY,1,0,0,0,Common Stock
AXTA,NYSE,EQUITY,1,0,0,0,Common Stock
AXTI,NASDAQ,EQUITY,1,0,0,0,Common Stock
AYI,NYSE,EQUITY,1,0,0,0,Common Stock
AYTU,NASDAQ,EQUITY,1,0,0,0,Common Stock
AZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
AZI,NASDAQ,EQUITY,1,0,0,0,Common Stock
AZN,NYSE,EQUITY,1,0,0,0,Common Stock
AZO,NYSE,EQUITY,1,0,0,0,Common Stock
AZTA,NASDAQ,EQUITY,1,0,0,0,Common Stock
AZZ,NYSE,EQUITY,1,0,0,0,Common Stock
B,NYSE,EQUITY,1,0,0,0,Common Stock
BA,NYSE,EQUITY,1,0,0,0,Common Stock
BABA,NYSE,EQUITY,1,0,0,0,Common Stock
BAC,NYSE,EQUITY,1,0,0,0,Common Stock
BACC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BACQ,NASDAQ,EQUITY,1,0,0,0,Common Stock
BAER,NASDAQ,EQUITY,1,0,0,0,Common Stock
BAFN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BAH,NYSE,EQUITY,1,0,0,0,Common Stock
BAK,NYSE,EQUITY,1,0,0,0,Common Stock
BALL,NYSE,EQUITY,1,0,0,0,Common Stock
BALY,NYSE,EQUITY,1,0,0,0,Common Stock
BAM,NYSE,EQUITY,1,0,0,0,Common Stock
BANC,NYSE,EQUITY,1,0,0,0,Common Stock
BAND,NASDAQ,EQUITY,1,0,0,0,Common Stock
BANF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BANL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BANR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BAOS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BAP,NYSE,EQUITY,1,0,0,0,Common Stock
BARK,NYSE,EQUITY,1,0,0,0,Common Stock
BATRA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BATRK,NASDAQ,EQUITY,1,0,0,0,Common Stock
BAX,NYSE,EQUITY,1,0,0,0,Common Stock
BAYA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BB,NYSE,EQUITY,1,0,0,0,Common Stock
BBAI,NYSE,EQUITY,1,0,0,0,Common Stock
BBAR,NYSE,EQUITY,1,0,0,0,Common Stock
BBBY,NYSE,EQUITY,1,0,0,0,Common Stock
BBCP,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBD,NYSE,EQUITY,1,0,0,0,Common Stock
BBDC,NYSE,EQUITY,1,0,0,0,Common Stock
BBDO,NYSE,EQUITY,1,0,0,0,Common Stock
BBGI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBIO,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBLG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBNX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBOT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBSI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BBT,NYSE,EQUITY,1,0,0,0,Common Stock
BBU,NYSE,EQUITY,1,0,0,0,Common Stock
BBUC,NYSE,EQUITY,1,0,0,0,Common Stock
BBVA,NYSE,EQUITY,1,0,0,0,Common Stock
BBW,NYSE,EQUITY,1,0,0,0,Common Stock
BBWI,NYSE,EQUITY,1,0,0,0,Common Stock
BBY,NYSE,EQUITY,1,0,0,0,Common Stock
BC,NYSE,EQUITY,1,0,0,0,Common Stock
BCAB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCAL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCAR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCAX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCBP,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCC,NYSE,EQUITY,1,0,0,0,Common Stock
BCDA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCE,NYSE,EQUITY,1,0,0,0,Common Stock
BCG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCH,NYSE,EQUITY,1,0,0,0,Common Stock
BCIC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCML,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCO,NYSE,EQUITY,1,0,0,0,Common Stock
BCPC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCRX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCS,NYSE,EQUITY,1,0,0,0,Common Stock
BCSF,NYSE,EQUITY,1,0,0,0,Common Stock
BCSS,NYSE,EQUITY,1,0,0,0,Common Stock
BCTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BCYC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BDC,NYSE,EQUITY,1,0,0,0,Common Stock
BDCI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BDMD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BDN,NYSE,EQUITY,1,0,0,0,Common Stock
BDRX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BDSX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BDTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BDX,NYSE,EQUITY,1,0,0,0,Common Stock
BE,NYSE,EQUITY,1,0,0,0,Common Stock
BEAG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEAM,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEAT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEEM,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEEP,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEKE,NYSE,EQUITY,1,0,0,0,Common Stock
BELFA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BELFB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEN,NYSE,EQUITY,1,0,0,0,Common Stock
BENF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BEP,NYSE,EQUITY,1,0,0,0,Common Stock
BEPC,NYSE,EQUITY,1,0,0,0,Common Stock
BETA,NYSE,EQUITY,1,0,0,0,Common Stock
BETR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BF-A,NYSE,EQUITY,1,0,0,0,Common Stock
BF-B,NYSE,EQUITY,1,0,0,0,Common Stock
BFAM,NYSE,EQUITY,1,0,0,0,Common Stock
BFC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BFH,NYSE,EQUITY,1,0,0,0,Common Stock
BFLY,NYSE,EQUITY,1,0,0,0,Common Stock
BFRG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BFRI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BFS,NYSE,EQUITY,1,0,0,0,Common Stock
BFST,NASDAQ,EQUITY,1,0,0,0,Common Stock
BG,NYSE,EQUITY,1,0,0,0,Common Stock
BGC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BGIN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BGL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BGLC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BGM,NASDAQ,EQUITY,1,0,0,0,Common Stock
BGMS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BGS,NYSE,EQUITY,1,0,0,0,Common Stock
BGSF,NYSE,EQUITY,1,0,0,0,Common Stock
BGSI,NYSE,EQUITY,1,0,0,0,Common Stock
BH,NYSE,EQUITY,1,0,0,0,Common Stock
BH-A,NYSE,EQUITY,1,0,0,0,Common Stock
BHAT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BHC,NYSE,EQUITY,1,0,0,0,Common Stock
BHE,NYSE,EQUITY,1,0,0,0,Common Stock
BHF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BHP,NYSE,EQUITY,1,0,0,0,Common Stock
BHR,NYSE,EQUITY,1,0,0,0,Common Stock
BHRB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BHST,NASDAQ,EQUITY,1,0,0,0,Common Stock
BHVN,NYSE,EQUITY,1,0,0,0,Common Stock
BIAF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIDU,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIIB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BILI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BILL,NYSE,EQUITY,1,0,0,0,Common Stock
BIO,NYSE,EQUITY,1,0,0,0,Common Stock
BIO-B,NYSE,EQUITY,1,0,0,0,Common Stock
BIOA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIOX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIP,NYSE,EQUITY,1,0,0,0,Common Stock
BIPC,NYSE,EQUITY,1,0,0,0,Common Stock
BIRD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIRK,NYSE,EQUITY,1,0,0,0,Common Stock
BITF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIVI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BIYA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BJ,NYSE,EQUITY,1,0,0,0,Common Stock
BJDX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BJRI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BK,NYSE,EQUITY,1,0,0,0,Common Stock
BKD,NYSE,EQUITY,1,0,0,0,Common Stock
BKE,NYSE,EQUITY,1,0,0,0,Common Stock
BKH,NYSE,EQUITY,1,0,0,0,Common Stock
BKHA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BKKT,NYSE,EQUITY,1,0,0,0,Common Stock
BKNG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BKR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BKSY,NYSE,EQUITY,1,0,0,0,Common Stock
BKU,NYSE,EQUITY,1,0,0,0,Common Stock
BKV,NYSE,EQUITY,1,0,0,0,Common Stock
BKYI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLBD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLBX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLCO,NYSE,EQUITY,1,0,0,0,Common Stock
BLD,NYSE,EQUITY,1,0,0,0,Common Stock
BLDP,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLDR,NYSE,EQUITY,1,0,0,0,Common Stock
BLFS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLFY,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLIN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLIV,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLK,NYSE,EQUITY,1,0,0,0,Common Stock
BLKB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLLN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLMN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLND,NYSE,EQUITY,1,0,0,0,Common Stock
BLNE,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLNK,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLRX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLSH,NYSE,EQUITY,1,0,0,0,Common Stock
BLTE,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLUW,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLX,NYSE,EQUITY,1,0,0,0,Common Stock
BLZE,NASDAQ,EQUITY,1,0,0,0,Common Stock
BLZR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMA,NYSE,EQUITY,1,0,0,0,Common Stock
BMBL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMEA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMGL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMHL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMI,NYSE,EQUITY,1,0,0,0,Common Stock
BMO,NYSE,EQUITY,1,0,0,0,Common Stock
BMR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMRA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMRC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMRN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BMY,NYSE,EQUITY,1,0,0,0,Common Stock
BN,NYSE,EQUITY,1,0,0,0,Common Stock
BNAI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNBX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNED,NYSE,EQUITY,1,0,0,0,Common Stock
BNGO,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNKK,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNL,NYSE,EQUITY,1,0,0,0,Common Stock
BNR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNRG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNS,NYSE,EQUITY,1,0,0,0,Common Stock
BNT,NYSE,EQUITY,1,0,0,0,Common Stock
BNTC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BNZI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOC,NYSE,EQUITY,1,0,0,0,Common Stock
BODI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOH,NYSE,EQUITY,1,0,0,0,Common Stock
BOKF,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOLD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOLT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BON,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOOM,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOOT,NYSE,EQUITY,1,0,0,0,Common Stock
BORR,NYSE,EQUITY,1,0,0,0,Common Stock
BOSC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOTJ,NASDAQ,EQUITY,1,0,0,0,Common Stock
BOW,NYSE,EQUITY,1,0,0,0,Common Stock
BOX,NYSE,EQUITY,1,0,0,0,Common Stock
BOXL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BP,NYSE,EQUITY,1,0,0,0,Common Stock
BPOP,NASDAQ,EQUITY,1,0,0,0,Common Stock
BPRN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BR,NYSE,EQUITY,1,0,0,0,Common Stock
BRAG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRBI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRBR,NYSE,EQUITY,1,0,0,0,Common Stock
BRC,NYSE,EQUITY,1,0,0,0,Common Stock
BRCB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRCC,NYSE,EQUITY,1,0,0,0,Common Stock
BRFH,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRID,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRK-A,NYSE,EQUITY,1,0,0,0,Common Stock
BRK-B,NYSE,EQUITY,1,0,0,0,Common Stock
BRKR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRLS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRLT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRNS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRO,NYSE,EQUITY,1,0,0,0,Common Stock
BROS,NYSE,EQUITY,1,0,0,0,Common Stock
BRR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRSL,NYSE,EQUITY,1,0,0,0,Common Stock
BRSP,NYSE,EQUITY,1,0,0,0,Common Stock
BRT,NYSE,EQUITY,1,0,0,0,Common Stock
BRTX,NASDAQ,EQUITY,1,0,0,0,Common Stock
BRX,NYSE,EQUITY,1,0,0,0,Common Stock
BRZE,NASDAQ,EQUITY,1,0,0,0,Common Stock
BSAA,NASDAQ,EQUITY,1,0,0,0,Common Stock
BSAC,NYSE,EQUITY,1,0,0,0,Common Stock
BSBK,NASDAQ,EQUITY,1,0,0,0,Common Stock
BSBR,NYSE,EQUITY,1,0,0,0,Common Stock
BSET,NASDAQ,EQUITY,1,0,0,0,Common Stock
BSM,NYSE,EQUITY,1,0,0,0,Common Stock
BSRR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BST,NYSE,EQUITY,1,0,0,0,Common Stock
BSVN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BSX,NYSE,EQUITY,1,0,0,0,Common Stock
BSY,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTAI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTBD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTBT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTCS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTCT,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTDR,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTE,NYSE,EQUITY,1,0,0,0,Common Stock
BTI,NYSE,EQUITY,1,0,0,0,Common Stock
BTM,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTMD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTOC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTOG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTQ,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTSG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTTC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BTU,NYSE,EQUITY,1,0,0,0,Common Stock
BTX,NYSE,EQUITY,1,0,0,0,Common Stock
BUD,NYSE,EQUITY,1,0,0,0,Common Stock
BULL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BUR,NYSE,EQUITY,1,0,0,0,Common Stock
BURL,NYSE,EQUITY,1,0,0,0,Common Stock
BUSE,NASDAQ,EQUITY,1,0,0,0,Common Stock
BUUU,NASDAQ,EQUITY,1,0,0,0,Common Stock
BV,NYSE,EQUITY,1,0,0,0,Common Stock
BVC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BVFL,NASDAQ,EQUITY,1,0,0,0,Common Stock
BVN,NYSE,EQUITY,1,0,0,0,Common Stock
BVS,NASDAQ,EQUITY,1,0,0,0,Common Stock
BW,NYSE,EQUITY,1,0,0,0,Common Stock
BWA,NYSE,EQUITY,1,0,0,0,Common Stock
BWAY,NASDAQ,EQUITY,1,0,0,0,Common Stock
BWB,NASDAQ,EQUITY,1,0,0,0,Common Stock
BWEN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BWFG,NASDAQ,EQUITY,1,0,0,0,Common Stock
BWIN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BWLP,NYSE,EQUITY,1,0,0,0,Common Stock
BWMN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BWMX,NYSE,EQUITY,1,0,0,0,Common Stock
BWXT,NYSE,EQUITY,1,0,0,0,Common Stock
BX,NYSE,EQUITY,1,0,0,0,Common Stock
BXC,NYSE,EQUITY,1,0,0,0,Common Stock
BXMT,NYSE,EQUITY,1,0,0,0,Common Stock
BXP,NYSE,EQUITY,1,0,0,0,Common Stock
BXSL,NYSE,EQUITY,1,0,0,0,Common Stock
BY,NYSE,EQUITY,1,0,0,0,Common Stock
BYAH,NASDAQ,EQUITY,1,0,0,0,Common Stock
BYD,NYSE,EQUITY,1,0,0,0,Common Stock
BYFC,NASDAQ,EQUITY,1,0,0,0,Common Stock
BYND,NASDAQ,EQUITY,1,0,0,0,Common Stock
BYRN,NASDAQ,EQUITY,1,0,0,0,Common Stock
BYSI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BZ,NASDAQ,EQUITY,1,0,0,0,Common Stock
BZAI,NASDAQ,EQUITY,1,0,0,0,Common Stock
BZFD,NASDAQ,EQUITY,1,0,0,0,Common Stock
BZH,NYSE,EQUITY,1,0,0,0,Common Stock
BZUN,NASDAQ,EQUITY,1,0,0,0,Common Stock
C,NYSE,EQUITY,1,0,0,0,Common Stock
CAAP,NYSE,EQUITY,1,0,0,0,Common Stock
CAAS,NASDAQ,EQUITY,1,0,0,0,Common Stock
CABA,NASDAQ,EQUITY,1,0,0,0,Common Stock
CABO,NYSE,EQUITY,1,0,0,0,Common Stock
CABR,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CACC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CACI,NYSE,EQUITY,1,0,0,0,Common Stock
CADL,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAE,NYSE,EQUITY,1,0,0,0,Common Stock
CAEP,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAG,NYSE,EQUITY,1,0,0,0,Common Stock
CAH,NYSE,EQUITY,1,0,0,0,Common Stock
CAI,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAKE,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAL,NYSE,EQUITY,1,0,0,0,Common Stock
CALC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CALM,NASDAQ,EQUITY,1,0,0,0,Common Stock
CALX,NYSE,EQUITY,1,0,0,0,Common Stock
CALY,NYSE,EQUITY,1,0,0,0,Common Stock
CAMP,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAMT,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAN,NASDAQ,EQUITY,1,0,0,0,Common Stock
CANG,NYSE,EQUITY,1,0,0,0,Common Stock
CAPL,NYSE,EQUITY,1,0,0,0,Common Stock
CAPN,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAPR,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAPS,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAPT,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAR,NASDAQ,EQUITY,1,0,0,0,Common Stock
CARE,NASDAQ,EQUITY,1,0,0,0,Common Stock
CARG,NASDAQ,EQUITY,1,0,0,0,Common Stock
CARL,NASDAQ,EQUITY,1,0,0,0,Common Stock
CARR,NYSE,EQUITY,1,0,0,0,Common Stock
CARS,NYSE,EQUITY,1,0,0,0,Common Stock
CART,NASDAQ,EQUITY,1,0,0,0,Common Stock
CASH,NASDAQ,EQUITY,1,0,0,0,Common Stock
CASI,NASDAQ,EQUITY,1,0,0,0,Common Stock
CASS,NASDAQ,EQUITY,1,0,0,0,Common Stock
CASY,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAT,NYSE,EQUITY,1,0,0,0,Common Stock
CATO,NYSE,EQUITY,1,0,0,0,Common Stock
CATY,NASDAQ,EQUITY,1,0,0,0,Common Stock
CAVA,NYSE,EQUITY,1,0,0,0,Common Stock
CB,NYSE,EQUITY,1,0,0,0,Common Stock
CBAN,NYSE,EQUITY,1,0,0,0,Common Stock
CBAT,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBFV,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBIO,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBK,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBL,NYSE,EQUITY,1,0,0,0,Common Stock
CBLL,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBNA,NYSE,EQUITY,1,0,0,0,Common Stock
CBNK,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBRE,NYSE,EQUITY,1,0,0,0,Common Stock
CBRL,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBSH,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBT,NYSE,EQUITY,1,0,0,0,Common Stock
CBU,NYSE,EQUITY,1,0,0,0,Common Stock
CBUS,NASDAQ,EQUITY,1,0,0,0,Common Stock
CBZ,NYSE,EQUITY,1,0,0,0,Common Stock
CC,NYSE,EQUITY,1,0,0,0,Common Stock
CCAP,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCB,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCBG,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCCC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCCX,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCEC,NASDAQ,EQUITY,1,0,0,0,Common Stock
CCEP,NASDAQ,EQUITY,1,0,0,0,Common Stock
